영화댓글
중반에 졸리긴 했지만 재미있었다
신화성을 버리고 인간성을 취했네
초반에 주는 충격이며 오프닝까지의 분위기는 훌륭. 그러나 007시리즈에 대한 이해없이 멋대로 시리즈마지막을 왜색으로 물들이는 건 너무 이기적인행동아닐까
역대급.. 진중한 톼장
다니엘 크레이그...
이후 다시 시리즈를 리부트 한다곤 했지만...아예 기존시리즈를 델리트 할줄이야...
존멋 존잼 제임스 가지마ㅠㅠ
007시리즈 듣기만 했고 본건 이번이 처음인데 원래 이런 시리즈인가요??
대니보일이 작정했던걸 후쿠오카가 말아먹네
영화관에서 보다 잠든적+중간에 나온적 오랜만이네요
""
남들이 쏘는 총알 어짜피 안맞으니깐 가만히 서있음. ㅋ 왜 딸 보내준건지 왜납치한건지 이해가안감. 악역의 목적이 없음
역사상 최초 도게자 박는 제임스 본드 고뇌하는 007이 아닌 한 수 앞을 내다보는 완벽하던 스파이를 다시 보고 싶다
"보기 전에 왜 이렇게 야박한가 의아했는데, 보고 나서는 반일 감정에 사로잡힌 한국이라 그럴 수밖에는 없구나 하는 생각임. 근데 그 반일이란 것도 억지로 껴맞춰야 성립이 됨. 도게자라...? 확실히 007이 누군가를 무릎꿇어 자세로 대한다는 게 신박하긴 했지만 상대방도 같은 자세였단 걸 생각하면 일본색을 입히고 싶은 감독의 의도가 들어갔던 건 맞지만 그게 007의 비굴함을 의미한다고는 전혀 보여지지 않음.트집을 잡자면 거의 람보 수준으로 떨어진 일대다수의 총격 장면이 흠이라면 흠일 수 있다. 그 외에 흑녀 007도 양념 수준에 불과하고 초반에 나온 본드 조력 여캐나 레아 세이두는 여전히 남심을 만족시키이에 충분했다 보여진다."
화려하면서도 슬픈 영화
액션은 끝내줍니다! 마지막으로 마무리하는 편이기 때문에 기존의 007 시리즈와는 색다른면이 많아 신기했습니다!
호상. 이 정도면 잘 가신듯..
007 첫 영화인데  나쁘지는 않았음 액션보는 맛 근데 스토리가 빈약함
부분적으로 사건의 개연성이 떨어지는 감이 있으나 액션과 배경이 좋음.
"다니엘 크레이그의 은퇴작 이라는 의의밖에 없음스토리, 연출 다 별로였고 보다보면 외국인인데도 연기 별로임.그와중에 영상미 조차 없고 남은건 빌리의  OST 밖에 없는데솔직히 개봉 늦춰지면서 OST만 먼저 공개되니 처음 OST 듣던 감동도 줄어들어서 기대이하였음보다 잘려다가 돈아까워서 봤음"
Goodbye daniel~~~
매들린과 행복할 순 없었니...?시리즈 부흥 주역에 대한 예의없는 마무리
다니엘의 마지막 작품. 아름다운 풍경들의 영상미는 좋았으나 스토리 전개는 다소 아쉬웠음
기대보단 실망스러웠던... 잘가요.
개연성은 없고 폼은 잡고 눈물 감성 팔이로 어떻게든 마무리해보려는 수준 낮은 영화4점도 비싼 돈 주고 찍은 로케이션 경치가 번 점수입니다
그동안 007시리즈를 다 봐서 재미가 있든 없든 팬심으로 본건데 확실히 전편들보단 지루했지만 이제 다니엘크레이그를 007로 못본다는게 아쉽
연출 구리고 각본 뭥미스럽고 배우 매력 전혀보이지 않음  액션신은 루즈하고 일본식..하아 그거 왜지?  본드의 쿨함은 없고 신파에 윤제균 감독이 찍은줄 알았네  근데 이걸 제작사는 통과를 시켰다는 게 환장할 노릇
진짜 007중 최고 No Time To Die
007 팬이 얼마나 많은데 꼭 죽여야만 했을까
경치좋고 중간에 지루~ 결말은 세월의 흐름을 어쩔 수 없는... 슬프네요
"007 다운 스케일의 액션, 가족애, 애틋한.. 서운하다."
정말 기대 많이 했고 이전 작품들 정주행도 했것만...
스토리가 엉성합니다. 지금껏 007영화 최악
"연극으로 내공을 쌓았던 다니엘크레이그의 내면연기가 돋보인 영화!   But, 007 덕후들에겐 너무나 충격적인 결말!!"
영상미나 추격씬이 좋았어요. 세트도 돈쓴거 눈에 보이더라.너무 많은 내용 넣으려다 보니 몇몇 중요 포인트가 빠진것 같음. 빌런 등장 시간이 너무 짧고 제대로 각인이 안되어서 개연성이 떨어짐. 글고 애가 본드 딸이라 그런가 강심장임. 레아 세이두가 어찌 키운건지 애가 울지를 않고 총소리 옆에서 들리는데 귀도 안막고 걍 멍때림.. 도대체 평소에 얼마나 쥐잡듯이 잡길래 네살짜리 여자애가 조용히 하라는 엄마 말한마디에 조개처럼 입을 닫고 있는 건지 ㅋㅋㅋ레아 세이두가 감정 연기를 정말 못하는 구나 생각됨. 표정이 화난 표정과 무표정 두개밖에 없는 느낌. 슬피 우는데 슬퍼 보이지가 않음... 애랑 여주 둘다 연기를 못하니 감정이입이 안되어 짜증남. 마지막에 모여 술처먹을때 흑인여자 허리를가슴까지 끌어올린 빽바지 처 입은거 손나 안어울림. 그래도 오프닝은 역대급으로 멋졌고 우리 제임스본드는 연기도 잘하고 고생했어요
난 겁나 재밌게봤는데 마블골수빠인데 이게 샹치보다 몇배는 재밌었다
수고하셨습니다 잘 쉬고 있어요
최근 3년간 본 영화 중 최고
다니엘 형님의 마지막 007 영화라서 의미가 있고 볼만한 영화지만 좀 뻔하고 아쉽긴 함
역대 최악의 007… 믿고보는 007이었는데 이건 아니다..
그냥 액션신을 더 늘렸으면 어땠을까. 기대보단 많이 별로였지만 그래도 마지막이니....
앞부분만 스릴넘치고 뒤로갈수록 산으로 가는느낌이 남
많은제작비가 아깝데요.!영화내용도 .그렇고.007영화보다 잠을 자긴 첨입니다.옆에 여친도 보다가 잠을 자더군요.모두가 빵점입니다~~
Time to die....?
Time to die....?
Time to die....?
우리형 15년만 젊었어도..
10분 감탄 2시간 50분 한탄
새로운 007시리지의 지평을 열었던 배우와 캐릭터. 그 멋짐과 스토리를 이렇게 소모시켜버리다니. 진짜 역대급 엔딩에 하품이 절로 나왔음.
내 인생.최악의 007ㅠㅠ다니엘 크레이그의 마지막 007을 이렇게 만들다니 감독 엄청 짜증남
다른 것은 다 이해해도 첨단을 걷는 007에서섬의 공장에서 1900년대 초처럼 방호복 입은 사람들이 위험한 물(?)이 차있는 풀장에서 모내기(?)를 하는 건지 아니면 고도의 정밀화된 무슨 행위를 하는 건지 설명 좀 해 주세요바이러스 배양(?)같은 것은 시스템화된 무균 실험실에서 자동적으로 해야 하는 거지 노동집약적으로  부하들이 개방된 곳에서 뭐하는 짓을 하는지 이해가 안됨
진짜 재미 없다 이영화 안보는게 추천 합니다 이영화 보면 돈 시간 낭비 합니다 절대 후회 합니다 이영화 보지 마세요 절대 비추천 합니다 이영화 재미 없어요 이영화 절대 보지 마세요
다니엘크레이그  허재 감독이랑 너무 닮아서 보는 내내 신경쓰였음.볼거리가 많은 영화
연출 수작 로맨스물...
"다니엘 크레이그 주연 007 영화는 편당 적어도 5번 씩은 봤는데, 이번 작은 그 중 최악. 초반부 10점. 중, 후반부 2점. 그래서 평균 6점. 악당이 왜 악당이 되었는지 전후사정을 모르니 설득이 안 됌. 얼굴은 왜 그 모양이고, 막대한 자본은 대체 어디서 얻은 건지. 본드가 비굴해지는 장면은 진짜 헛웃음 나옴. 상황상 어쩔 수 없었다면 애초에 그 상황을 넣으면 안 됐다. 카지노 로얄의 제임스 본드는 대체 어디 갔는지."
딱 10분만  잼있었다 그후로잤다
이토록 매력적인 본드를 가지고 이렇게밖에 못만드냐. 감독의 근본없는 일본뽕에 욕나온다. 갑자기 도게자?
지킬 것이 없던 남자에게 지킬 것이 생겼을 때
"솔까, 영화비주고  난뒤, 조금 아깝게느낌"
역시 돈질 한다고  좋은 작품이 되는지 보여주는 사례!중간에 졸음이!
"보러가기전에는 평점보고 별재미는 없겠구만 했는데, 보면서 깨달았다. 나는 그냥 다니엘이 007인 영화면 된다는걸. 잘가요 내인생 완벽했던 007이여"
007시리즈 첨 보고 액션영화 별로 즐겨보지 않는데..2시반만 후딱 지나갔네요!! 진짜 재밌어요
크레이그의 마지막이라기엔 너무 부족했던 영화..
"아니 뭔 일뽕이 묻어가지고, 짜증나게결말도 그게 뭐냐고"
당당당당다라 당당당당다라 당당당당다라라
간만에 영화 보다 잤다...일욜 서면에서 봤는데  관객 한 20명 됐나? 조용한 게 자기 딱 좋더라..
명예로운 퇴장
왜색을 넣어 마지막을 이렇게 장식합니까...
☆다니엘 크레이그:진짜 반갑네요:^^:오래도록 기다려온 영화:진짜 재밌게 잘봤네요:007 진짜 팬이라 영화 시간 길어도 긴지 몰랐네요:다니엘 크레이그란 배우는 007을 위해 태어난 인물인것같네요:멋진 작품에서 또뵙길 바라며 진짜 멋지공 카리스마 짱짱짱:
리얼 짱 개슬프네 하아..
지루하다는 평이 많아 걱정 좀 하면서 들어 갔는데...그럭저럭 재미있었음. 돈 아까울 정도는 아닙니다!
절대 영화 보지 마세요!!오징어 게임이 만배 더 재밌어요!연출 재미 감동 액션 스토리 최악
와 이건 나만 당할 수 없다...모두 꼭 보세요
고마해라... 마이 감염됐다 아이가..
"2시간40분 이보다 빠르게 지나기 힘들걸, 다른 영화들"
해도해도 너무해..ㅠㅠ 길긴 우라지게 길다
모든게 완벽했던 영화!
"쿠바 씬까지가 이 영화의 피날레.빌런의 의도와 목적이 불명확하고, 캐릭터간의 개연성이 떨어짐. 신파요소를 넣었지만 잘 써먹지못함. 다니엘크레이크에 마지막 007영화라는데 의의를 둔다면, 주연배우에 지금까지 노고를 생각해서 3점 정도의 중간평점!(다니엘의 제임스본드를 이리 끝내면 안되지...ㅜㅜ)"
다음은 누구인가요ㅠㅠ
저는 극장가서 보길 잘했다고 생각했어요~이전 시리즈에 못하지만 그럼에도 불구하고 굿굿
"007의 고질병을 넘지 못한 졸작이다. 진짜 실망했다. 전작 스카이폴의 실바는 다른 빌런들과 별 차이 없을 정도지만 스토리 개연성이 그를 매력있는 캐릭터로 만들었다. 스펙터는 크레이그 007말고도 다른 시리즈에서도 여러번 등장하였고 조각조각 모으면 큰 그림이 그려지기라도 하지 만약, 있어도 그만 없어도 그만인 캐릭터 출연 줄이고 이번 작 사핀에 대한 부연설명을 5분만 더 했더라도 사핀 뿐만 아니라 영화 전체가 살아났을 걸. 특히 도게자....와 미치는 줄 알았다. 그 많은 수하들 중 한명이 몸수색이라도 해서 무장을 해제했는 데 찾기 힘든 특수무기 때문에 제압한 설정이라면 어땠을까. 왜색이 문제가 아니라 왜색을 너무도 어이 없는 순간에 넣었다는 거지. 또, 새로운 007.... 이 영화도 이젠 그짝 사상이 침투하기 시작했나. 그 와중에 화려한 액션과 크레이그의 연기는 빛이 났다. 정말 고생많이 했고 덕분에 너무 즐거웠다. 굿바이~~~"
여주는 무슨 기구한 팔자냐? 신내림이라도 받아야 하냐? 부모 죽고 자식 뺏길 뻔 애인 잃고 남편잃고 ..  휴.. 보는 사람이 다 답답하네
몰입감이 높아 보고있다보면 긴 러닝타임 훅 감 . 전작 안봐도 되긴하는데 이해안되는부분 많이 생김
007 잘 모르는 사람에겐 비추천. 뭔 소리 하는지도 모르겠고 졸려 OOO줄 알았다
마지막을 본걸로 만족 잘가요
재밋없다고 평점5점이하 많길래 걱정하고봣더니 재밋기만하구만 1-5점준애들은 뭐하는애들임? 무슨 영화감독들나셧네 ㅋㅋ 지들이찍던가
다니엘 의 007  마지막이라 기대가 컷다 정말 초반30분 역시 007 탄성이 나오는  스피드한 전개와 볼거리...그러나 감독이름이 일본계인걸 본 순간... 노키아 일본식다다미 기모노를ㅈ연상시키고 로맨스인지 스릴러인지 장르를 알수없는 이상한  스토리전개!무섭게생긴 흑인007 .  도대체 왜?게다가 164분 지리하게 끌고가는 스토리 래미말렉이 과연 악연으로 맞는가? 눈빛연기도 바람빠진 발음으로 도대체 왜 나왔는지도 모르겠다 !그냥 다니엘의 007굿바이를 위한 마지막장면만이 기억난다..스포라 말할순없지만정말  ..기대가 커서인지 실망감은 이리 말할수없다! OST 다니엘의 007굿바이 초반30분과 끝장면만 보면 된다!영국 정통의 007을 동양 게다가 일본계 감독에게  맡긴 제작자가 참 한심하게 여겨진다!
백번보세요진짜ㅠㅠㅠ
스카이폴 이후로 끝없이 추락하는 완성도가 1월부터 10달을 제대로된 반등 한번 없이 쏟아버리는 현대차 주가 같구나
"서사도 엉성, 개연성도 부실하지만 007시리즈에 큰 애착은 없어서 그런지 그냥 눈이 즐거운 맛으로 보기에는 충분했습니다. 유일한 장점이라면 버짓이 엄청나다는게 느껴질 정도로 로케를 많이 바꾸는데 로케촬영 때깔이 좋다는거 정도"
최악의 007영화 액션이 너무 없다.
내 지인들한테는 보지않는게 좋을거 같다고 많이들 말했는데....본사람 없겠지?
꼭..  그렇게 007을 보내야만 했냐? 감독자스가? 스토리 계연성 다부족해도 007을 그렇게 보냈으면 안됫지ㅜㅜ 으후...
재밌습니다 감동입니다
"최악,  억지 신파007은 끝났다"
007팬이면 볼만함 재밌음
"푹,,,숙면을 취했더니 먼내용인지집에서 넷플릭스 나 볼껄 감독은 나에게 미안한 감을 가지시요"
007 신파버전 ㅋㅋ 초반 괜찮나... 하고 보다가 점점 감흥 따위 1도 없음 ㅠ 너무나 망가져버린 더블오세븐 ㅠ 당다라당당 ㄷ ㄷ당~~~
초반 재밌다가 후반 졸려죽는줄..;;
007 영화가 아닌 듯 합니다. 숙면을 취했습니다.
내가 이걸 13000원이나 주고 봤다니
굿바이 다니엘 크레이그- 덕분에 행복했어요-
너무 재미있었어요!!
너무 재밌었음~평점 낮아 기대없이 갔다가너무 재밌게 보고 옴! 다들 보세요~
다니엘 크레이그 007의 시작과 끝
너무 극적으로 만드려고 무리했네요배경만 좋아요
""
"제목이 아니면 007시리즈 라는 것을 잘 모를 정도로액션과 007시리즈 다운 신무기가 거의 없습니다충분히 예상되는 전개와 다소 유치한 스토리, 대사그리고 잠깐의 총격신 외에는 액션신이 거의 없어서굉장히 실망스러웠네요"
역대 최악의 007  스토리며 액션... 지루함 상영시간은 엄청길음 졸려 죽을뻔감독이 미국 국적의 일본인인듯 한데 오프닝에 일장기를 석은듯한 장면과 중후반 배경이나 의상등이 일본분위기가 너무남
잘만든 작품입니다 한남자의 인생과 다니엘 크레이그에 007 졸업작. 남자는 어떻게 살아야 할것인가
영상미는 좋았으나 결말이 좀 가벼운? 급히 마무리한? 느낌이 났어요~ 중간에 살짝 지루했고~ 그래도 우리 본드님은 멋졌어요~ 그동안 수고 많았어요TT
쵝오재밌어요감동과 액션 시간가는줄 모르겠어요
""
""
007이 개봉할때마다 나오는 비슷비슷한 후기들이라 그러려니 하면서 봤음 공짜쿠폰으로 본거라 돈아깝진 않네 그나저나 캡틴마블친구 마리아램보가 다음 007입니까?
굿바이 다니엘 크레이그
많은 사람들이 공감하듯이 스토리가 너무 빈약하다. 적우 도대체 무엇을 위해 이 모든 흑막을 준비했으며 왜 죽이고 죽임을 다했는지...마지막에는 억지 부성애와...억지 강죄 은퇴. 무슨 아이언맨 오마쥬도 아니고.
너무 늘어지는 거 아니냐? 지루하다
마지막이라고 했으니깐 약속지켜라! 대신 10점 줄께!!
""
다니엘 그레이크! 그동안 본드하시느라 고생했어요~
노 타임 투 007...
마지막에 제임스 본드 죽습니다.
노타임투다이라며… 여운이 길게 남았다
"먼저, '10년도 이후로 보았던 첩보물 중에서 가장 수준이 낮았음. 뜬금없는 전개에 인간미 넘치는 휴먼 스토리가 가미되어 재미를 반감시켰고 특히 첩보물의 주요 킬링 포인트인 신기술을 활용한 무기 또한 존재하지 않은 그야말로 ""총체적 난국의 드라마"" 그 이상 이하도 아니였음."
"낮은 개연성, 쓸데없이 긴 대사, 뜬금없는 일뽕, 긴장감떨어지는 악역"
"부분부분 참 좋은점도 있긴한데 (오프닝, 쿠바), 결론적으로는 007캐릭터 고유의 행적에서 벗어난듯 하며 결정적으로 메인빌런의 동기나 행태는 편집으로 자른 것인지 도무지 개연성이 부족하다."
굿바이~ 제임스 본드~
"뜬금없이 들어간 일본색 빼고는 완벽했던 영화, 슬픈 마무리."
역시 007은 007. 영화에 등급이있다면 A++ 퀄리티 ㅜㅠ 다만 일본풍이 중간중간 가득해요. 그럴거면 빌런을 일본인으로 쓰지; 코로나 시대에 딱 맞는 영화 였어요
쓰레기 영화 졸다 나왔응
꼭 그렇게 은퇴시켰어야만 속이 후련했냐..
""
그래도 스펙터 보단 낫다
잘가요 제임스 본드..
개봉일에 갔다가 시간이 안맞아서 그냥 왔다가 오늘 드디어 봤네요~ 카지노로얄부터 이어진 스토리의 결말 치고는 섭섭함이 있고 시작부터 스펙터의 행동대장격인 매들린의 아버지 미스터 화이트와 대결이 결국엔 그 딸과 하나의 아이를 만들고 끝을 맺었다! 안타까운건 이 한편만 보고는 이해를 못하는 부분들이 많이 있고 그로인해 평도 그렇게 좋지 못한게 안타까울 뿐~ 007이 그렇게 가다니 ...
오프닝 정말 멋졌습니다. 지루하진 않았던 3시간.
"다니엘의 마지막장면은  멋진 카지노로얄 엔딩처럼,, 했어야햇는데,, 카지노로얄 엔딩 아직도기억난다,,,계단 천천히 오르면서, 마이네임이즈 본드  제임스본드,,, 이렇게 하면서 끝나야지,,,무슨 딸 눈물,,이건아닌데,,"
"인도에 팔린 렌지로버 두대를 밀어 전복시켜버린 도요타를 보며.. 감독의 뿌리를 의심했는데..감독의 이름에서 그해답을 어느정도 찾음..  편집되어야할 부분을 너무 많이 살려 불필요하게 길어진 러닝타임에 밀려오는 따분함과 졸음..  빌런의 명분 부족.. 본드와 여성의 러브라인도 공감되지 않으며.. 여러명의 작가 시나리오를 혼재해서 섞어 놓은듯한 개연성없는 스토리..  게다가.. 새로운 007이.. 와칸다 라니.,.."
TIME TO DIE  괜찮았어요 전
""
다니엘크레이그 마지막 작품인데다 가족을 위한 희생이 감동적이에요
영상은 볼만했으나 스토리가 없음내용 연결도 안되고 맥락도 없음특히 결말이 너무 말이 안되고 허무함
"마지막 제임스를 보내는데 어 영화 왜 이러지 나만 그렇게 느끼는  줄...그동안 시리즈를 쭉 보셨던 분들이 한결 같이 느낀  것 같아서..스토리 2~3점, 연출력 1점, 편집은 액션은 10점 그 외엔 3점...100점 만점기준에....##다만  다니엘 크레이그 90점 .."
일본감독놈이 헛짓꺼리해  다 망쳐 놓은영화
볼드모트 경이 출연하네
각본이 많이 아쉬웠어요. ~ 나의 영원한 제임스 본드 안녕~
본드걸이랑 본드의 케미가 생각보다 별로엿고...아빠와 딸을 보는 기분이엿다
초반30분정도만 내가 알던 007시리즈다..나머진…제임스 본드가 이렇게 충동적이고 얼빵한가 싶다..일본풍의 인테리어는 도대체..악당이 일본애니 덕후인가..하는짓도 얼빵하고..하..진짜 이런 결말을 보려고 다니엘 크레이그를 멱살잡고 이번 시리즈까지 끌고 온건가..감독의 이전 작품들을 보면 이정도의 감독이 아닌데..술먹고 감성에 젖어서 그냥 생각 나는대로 만든건가 싶더라..
"볼거리는 많았으나 영화에 집중이 잘 안됨.  연출, 출연진, ost 등 부조화롭고 왠지 올드한 느낌."
"최악의 스토리, 빌런의 빈약한 동기, 초반 10분의 임팩트를 이기지 못하는 메인 스토리,덤으로 007에도 PC가 묻을 것 같다는 불안감까지 남겨주는 최악의 영화.그럼에도 8점을 주는 이유는 다니엘 크레이그의 007은퇴작이기 때문감독은 다니엘에게 감사해라"
아나 디 아르마스...이 누나 정말 예뻐요...
에바 그린이 말했지... 여성들은 자신들의 캐릭터를 찾아야지 본드를 여자로 한다고 되는 게 아니라고... 지금의 본드는 그런 문제를 넘어서... 음....
"007시리즈 특유의 고급스러운 분위기는 잘 살린 듯하나 제임스 본드의 퇴장이 아쉽고, 007을 물려받을 다음 인물의 임팩트가 약해서 아쉽다."
말이 필요없는 망작이런 영화의 런닝타임은 왜 또 그리 긴건지부모님 모시고 간거만 아니었으면 정말 나오고 싶었음. 영화보는 시간이 정말 힘들었어요
눈물로 다니엘 007을 보내줬다 forever
전편을 꼭 보고 봐야할 듯
약간 뜬금 없는 연출 등 007 팬으로써 다소 아쉬움이 남은 시리즈
타임투노잼일본감독이시리즈마지막을다망쳤다
기대 많이 하고 봤는데 너무 실망. 엉성한 서사.... 너무 대충 대충...      볼거리도 그닥..
불면증치료제 진짜 졸려서 혼났음
"썩다리 도요타가 1억넘는 최신형, 고성능 레인지로버와 디펜더를 툭툭치니 날라가는 모습에서 감독의 일본에 대해 갖고있는 생각을 알 수 있었고, 연관성 없는 다다미방의 도게자까지 거르지 않을 타선이 없네요. 좋아하는 배우 다니엘의 007 은퇴작인데 감독 선정이 참 아쉬웠습니다."
다니엘 크레이그가 영화내용보고 답없어서차라리 나를 죽여줘라 한건가 싶을정도로 못만든영화
나름 재밌었다... 다니엘 크레이그 잘가... ㅜ
"후 상영시간 3시간인거 알았다면 안봤을 거에요졸다가 졸다가 졸다가 앞에 4명 극장나가는거 보고 그때 나갔어야하는데 보다가 왜 나는 여기 있을까 라는 생각 하며 허탈하게 나왔습니다. 사람에 따라 다를 수 있겠지만, 전작들 안본 사람이라면(본인) 내용 이해도 잘 안되고, 별로였어요 특별하게 재밌다한 부분도 없었고요.. 내 3시간. ㅠ"
와… 진짜 역대급 007망작. 뭐하러 3시간이나 러닝타임을 만든 건지.. 너무 일본 요소를 끼워 넣은것도 짜증. 처음 음악말미에 일본 국기 떠오르듯 하는거부터 싸 하더니.. 라미말렉은 유카타 같은 옷에 다다미방에 앉아서 사무라이같이 있고. 세상에 제임스본드에게 도게자를시키다니…은근슬쩍 일본을 미국 러시아 영국과 같은 레벨로 표현하고 감독이 일본의 유산을 널리 퍼트리고 잇고 싶었나 봄. 라미말렉은 제대로 악역을 시킨 것도 아니고 존재감도 별로 없음. 완전 비추. 007시리즈가 지향하는 딱 그런거 보려고 갔는데 볼 건 앞 부분 이탈리아 추격신 딱 하나임.
