,지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),적설(cm),지면온도(°C)
4638,108,서울,2017-07-13 06:00,23.1,,0.4,87,0.0,,22.0
4639,108,서울,2017-07-13 07:00,23.9,,1.0,81,0.1,,24.0
4640,108,서울,2017-07-13 08:00,25.0,,0.8,78,0.4,,26.7
4641,108,서울,2017-07-13 09:00,26.1,,1.4,71,0.1,,28.8
4642,108,서울,2017-07-13 10:00,27.4,,1.9,65,0.6,,31.8
4643,108,서울,2017-07-13 11:00,28.9,,1.3,57,1.0,,35.7
4644,108,서울,2017-07-13 12:00,29.8,,2.2,58,0.8,,35.9
4645,108,서울,2017-07-13 13:00,30.8,,1.7,56,0.8,,37.0
4646,108,서울,2017-07-13 14:00,31.3,,2.0,56,0.9,,37.2
4647,108,서울,2017-07-13 15:00,32.0,,3.4,54,1.0,,40.0
4648,108,서울,2017-07-13 16:00,31.7,,3.0,54,1.0,,36.6
4649,108,서울,2017-07-13 17:00,31.5,,1.3,57,0.9,,34.0
4650,108,서울,2017-07-13 18:00,31.1,,1.9,59,0.6,,31.4
4651,108,서울,2017-07-13 19:00,30.5,,2.1,60,1.0,,29.2
4652,108,서울,2017-07-13 20:00,29.1,,1.9,67,0.0,,27.2
4653,108,서울,2017-07-13 21:00,28.0,,2.5,74,,,26.0
4654,108,서울,2017-07-13 22:00,27.3,,1.4,76,,,25.3
4655,108,서울,2017-07-13 23:00,26.8,,1.1,78,,,24.7
4656,108,서울,2017-07-14 00:00,26.6,,0.3,79,,,24.3
4657,108,서울,2017-07-14 01:00,26.4,,0.9,77,,,25.2
4658,108,서울,2017-07-14 02:00,26.5,,1.2,76,,,25.3
4659,108,서울,2017-07-14 03:00,26.6,,0.6,77,,,25.3
4660,108,서울,2017-07-14 04:00,26.5,,0.6,79,,,25.4
4661,108,서울,2017-07-14 05:00,26.3,,1.5,77,,,24.9
4662,108,서울,2017-07-14 06:00,26.1,,1.9,79,0.0,,24.7
4663,108,서울,2017-07-14 07:00,26.6,,0.5,75,0.0,,26.4
4664,108,서울,2017-07-14 08:00,27.7,,2.7,67,0.9,,28.3
4665,108,서울,2017-07-14 09:00,29.0,,1.6,60,0.8,,33.0
4666,108,서울,2017-07-14 10:00,29.9,,2.5,60,1.0,,37.0
4667,108,서울,2017-07-14 11:00,31.5,,2.9,55,1.0,,41.4
4668,108,서울,2017-07-14 12:00,32.3,,2.5,55,0.9,,39.6
4669,108,서울,2017-07-14 13:00,32.1,,3.8,56,0.4,,37.2
4670,108,서울,2017-07-14 14:00,32.7,,3.6,55,0.8,,43.4
4671,108,서울,2017-07-14 15:00,31.8,,4.8,56,0.5,,37.2
4672,108,서울,2017-07-14 16:00,31.2,,4.7,54,0.2,,35.2
4673,108,서울,2017-07-14 17:00,29.1,,4.1,74,0.0,,32.0
4674,108,서울,2017-07-14 18:00,28.4,,3.0,74,0.0,,30.2
4675,108,서울,2017-07-14 19:00,28.3,,1.6,70,0.1,,29.4
4676,108,서울,2017-07-14 20:00,28.0,,0.2,68,0.0,,27.9
4677,108,서울,2017-07-14 21:00,27.9,,1.1,69,,,27.3
4678,108,서울,2017-07-14 22:00,28.1,,2.0,66,,,26.7
4679,108,서울,2017-07-14 23:00,27.8,0.0,2.4,73,,,26.5
4680,108,서울,2017-07-15 00:00,27.3,0.0,1.9,77,,,26.3
4681,108,서울,2017-07-15 01:00,27.0,0.0,2.5,78,,,26.1
4682,108,서울,2017-07-15 02:00,26.7,0.0,2.0,80,,,25.9
4683,108,서울,2017-07-15 03:00,25.3,2.5,1.5,87,,,25.2
4684,108,서울,2017-07-15 04:00,24.5,6.5,3.1,92,,,24.6
4685,108,서울,2017-07-15 05:00,23.6,15.0,1.2,99,,,23.5
4686,108,서울,2017-07-15 06:00,23.6,3.5,0.9,99,0.0,,24.0
4687,108,서울,2017-07-15 07:00,23.6,0.0,0.6,93,0.0,,24.2
4688,108,서울,2017-07-15 08:00,24.3,0.0,1.1,90,0.0,,26.3
4689,108,서울,2017-07-15 09:00,24.8,,3.0,86,0.0,,26.3
4690,108,서울,2017-07-15 10:00,25.2,,1.8,82,0.0,,27.4
4691,108,서울,2017-07-15 11:00,26.3,,2.7,77,0.1,,31.2
4692,108,서울,2017-07-15 12:00,26.6,0.0,2.6,80,0.4,,29.2
4693,108,서울,2017-07-15 13:00,26.0,0.0,4.0,83,0.0,,28.0
4694,108,서울,2017-07-15 14:00,25.8,0.0,3.6,85,0.0,,28.0
4695,108,서울,2017-07-15 15:00,25.3,1.5,3.0,89,0.0,,26.4
4696,108,서울,2017-07-15 16:00,24.9,5.5,3.3,92,0.0,,25.7
4697,108,서울,2017-07-15 17:00,24.9,0.0,3.7,88,0.0,,25.4
4698,108,서울,2017-07-15 18:00,25.2,,2.6,87,0.0,,26.2
4699,108,서울,2017-07-15 19:00,25.3,0.0,2.3,85,0.0,,25.8
4700,108,서울,2017-07-15 20:00,24.9,0.5,2.8,90,0.0,,25.1
4701,108,서울,2017-07-15 21:00,24.6,0.5,1.9,91,,,24.8
4702,108,서울,2017-07-15 22:00,24.5,1.0,1.7,91,,,24.6
4703,108,서울,2017-07-15 23:00,24.2,6.0,1.7,93,,,24.4
4704,108,서울,2017-07-16 00:00,24.3,0.0,0.9,93,,,24.5
4705,108,서울,2017-07-16 01:00,24.2,1.0,0.0,97,,,24.5
4706,108,서울,2017-07-16 02:00,24.2,0.0,1.2,99,,,24.5
4707,108,서울,2017-07-16 03:00,23.8,2.0,1.6,99,,,24.2
4708,108,서울,2017-07-16 04:00,23.5,5.5,2.8,99,,,23.8
4709,108,서울,2017-07-16 05:00,23.4,11.5,0.2,100,,,23.6
4710,108,서울,2017-07-16 06:00,23.4,2.5,1.2,100,0.0,,23.6
4711,108,서울,2017-07-16 07:00,23.6,0.0,1.5,100,0.0,,24.2
4712,108,서울,2017-07-16 08:00,24.1,,1.1,96,0.0,,25.9
4713,108,서울,2017-07-16 09:00,24.8,0.0,0.5,90,0.0,,27.4
4714,108,서울,2017-07-16 10:00,25.7,0.0,0.5,80,0.0,,29.8
4715,108,서울,2017-07-16 11:00,27.0,,1.2,73,0.2,,31.6
4716,108,서울,2017-07-16 12:00,28.1,,1.5,67,0.6,,33.5
4717,108,서울,2017-07-16 13:00,28.4,,2.2,69,0.1,,31.3
4718,108,서울,2017-07-16 14:00,28.5,,2.0,72,0.0,,31.6
4719,108,서울,2017-07-16 15:00,28.7,,2.2,70,0.0,,31.1
4720,108,서울,2017-07-16 16:00,28.6,,2.5,72,0.0,,30.3
4721,108,서울,2017-07-16 17:00,27.9,,2.4,72,0.0,,29.1
4722,108,서울,2017-07-16 18:00,27.8,,2.8,77,0.0,,28.2
4723,108,서울,2017-07-16 19:00,27.3,,2.1,80,0.0,,27.3
4724,108,서울,2017-07-16 20:00,26.9,,1.0,81,0.0,,26.3
4725,108,서울,2017-07-16 21:00,26.6,,1.9,81,,,25.7
4726,108,서울,2017-07-16 22:00,26.5,,1.7,82,,,25.6
4727,108,서울,2017-07-16 23:00,26.4,,1.2,82,,,25.3
4728,108,서울,2017-07-17 00:00,26.3,,0.1,83,,,25.3
4729,108,서울,2017-07-17 01:00,26.3,,1.3,83,,,25.2
4730,108,서울,2017-07-17 02:00,26.3,,0.1,83,,,25.3
4731,108,서울,2017-07-17 03:00,26.2,,0.7,83,,,25.2
4732,108,서울,2017-07-17 04:00,26.2,,1.4,84,,,25.2
4733,108,서울,2017-07-17 05:00,26.1,,1.7,84,,,25.2
4734,108,서울,2017-07-17 06:00,26.0,,2.0,85,0.0,,25.1
4735,108,서울,2017-07-17 07:00,26.2,,1.6,84,0.0,,25.9
4736,108,서울,2017-07-17 08:00,26.7,,1.6,79,0.0,,27.8
4737,108,서울,2017-07-17 09:00,27.5,,2.6,72,0.0,,29.7
4738,108,서울,2017-07-17 10:00,27.9,,3.0,73,0.0,,30.6
4739,108,서울,2017-07-17 11:00,28.7,,1.8,67,0.0,,31.8
4740,108,서울,2017-07-17 12:00,29.0,,3.0,70,0.0,,31.9
4741,108,서울,2017-07-17 13:00,28.8,,3.6,72,0.0,,31.1
4742,108,서울,2017-07-17 14:00,27.1,6.5,3.7,84,0.0,,28.8
4743,108,서울,2017-07-17 15:00,28.0,0.0,2.8,74,0.2,,32.4
4744,108,서울,2017-07-17 16:00,28.1,,2.9,67,0.0,,31.5
4745,108,서울,2017-07-17 17:00,28.1,,2.2,69,0.1,,30.0
4746,108,서울,2017-07-17 18:00,27.4,,3.1,68,0.0,,28.3
4747,108,서울,2017-07-17 19:00,26.7,,2.1,71,0.0,,26.9
4748,108,서울,2017-07-17 20:00,26.2,,1.7,71,0.0,,25.7
4749,108,서울,2017-07-17 21:00,25.9,,1.4,74,,,25.2
4750,108,서울,2017-07-17 22:00,25.9,,1.3,74,,,25.4
4751,108,서울,2017-07-17 23:00,25.0,0.0,2.8,89,,,25.0
4752,108,서울,2017-07-18 00:00,24.0,1.0,0.9,92,,,24.7
4753,108,서울,2017-07-18 01:00,23.9,0.2,2.0,91,,,24.6
4754,108,서울,2017-07-18 02:00,24.0,0.3,1.6,91,,,24.5
4755,108,서울,2017-07-18 03:00,23.9,0.5,0.9,91,,,24.5
4756,108,서울,2017-07-18 04:00,23.9,0.0,1.4,91,,,24.5
4757,108,서울,2017-07-18 05:00,24.0,0.0,0.4,91,,,24.6
4758,108,서울,2017-07-18 06:00,23.9,1.0,0.1,94,0.0,,24.6
4759,108,서울,2017-07-18 07:00,24.0,0.0,0.1,99,0.0,,24.9
4760,108,서울,2017-07-18 08:00,24.2,0.0,0.6,96,0.0,,25.4
4761,108,서울,2017-07-18 09:00,24.6,0.5,0.7,92,0.0,,26.7
4762,108,서울,2017-07-18 10:00,25.3,0.0,1.3,87,0.0,,28.6
4763,108,서울,2017-07-18 11:00,25.7,,1.7,84,0.0,,28.0
4764,108,서울,2017-07-18 12:00,27.1,,0.8,76,0.0,,31.6
4765,108,서울,2017-07-18 13:00,28.4,,1.3,70,0.3,,34.1
4766,108,서울,2017-07-18 14:00,28.8,,2.0,69,0.2,,32.4
4767,108,서울,2017-07-18 15:00,29.3,,2.3,69,0.3,,32.3
4768,108,서울,2017-07-18 16:00,30.2,,2.2,64,0.6,,33.4
4769,108,서울,2017-07-18 17:00,30.3,,3.5,64,1.0,,31.7
4770,108,서울,2017-07-18 18:00,30.0,,2.7,63,1.0,,29.9
4771,108,서울,2017-07-18 19:00,29.7,,2.2,67,0.9,,29.2
4772,108,서울,2017-07-18 20:00,28.6,,1.9,73,0.0,,27.5
4773,108,서울,2017-07-18 21:00,27.7,,1.6,75,,,26.3
4774,108,서울,2017-07-18 22:00,26.6,,2.2,81,,,25.5
4775,108,서울,2017-07-18 23:00,25.9,,2.3,85,,,25.0
4776,108,서울,2017-07-19 00:00,25.5,,2.0,85,,,24.5
4777,108,서울,2017-07-19 01:00,25.2,,1.3,88,,,24.3
4778,108,서울,2017-07-19 02:00,25.1,,1.4,88,,,24.8
4779,108,서울,2017-07-19 03:00,25.1,,2.1,85,,,24.9
4780,108,서울,2017-07-19 04:00,24.8,,1.9,87,,,24.8
4781,108,서울,2017-07-19 05:00,24.6,,0.9,87,,,24.8
4782,108,서울,2017-07-19 06:00,24.6,,0.8,87,0.0,,24.7
4783,108,서울,2017-07-19 07:00,24.7,,1.9,84,0.0,,25.3
4784,108,서울,2017-07-19 08:00,25.1,,2.2,82,0.0,,26.7
4785,108,서울,2017-07-19 09:00,25.6,,1.5,79,0.1,,29.1
4786,108,서울,2017-07-19 10:00,27.5,,1.0,68,0.6,,32.2
4787,108,서울,2017-07-19 11:00,29.6,,1.5,60,0.8,,38.5
4788,108,서울,2017-07-19 12:00,30.9,,1.1,60,1.0,,40.2
4789,108,서울,2017-07-19 13:00,32.4,,1.8,56,1.0,,39.4
4790,108,서울,2017-07-19 14:00,32.9,,1.4,51,0.7,,40.0
4791,108,서울,2017-07-19 15:00,33.6,,1.2,49,0.9,,37.8
4792,108,서울,2017-07-19 16:00,33.5,,2.5,56,1.0,,36.2
4793,108,서울,2017-07-19 17:00,31.9,,3.8,64,0.8,,33.7
4794,108,서울,2017-07-19 18:00,30.3,,3.8,66,0.1,,31.2
4795,108,서울,2017-07-19 19:00,29.6,,3.1,67,0.0,,29.2
4796,108,서울,2017-07-19 20:00,28.9,,2.5,66,0.0,,27.6
4797,108,서울,2017-07-19 21:00,28.5,,2.3,72,,,26.7
4798,108,서울,2017-07-19 22:00,28.2,,0.5,74,,,26.6
4799,108,서울,2017-07-19 23:00,28.2,,0.4,72,,,26.9
4800,108,서울,2017-07-20 00:00,28.0,,0.5,73,,,26.1
4801,108,서울,2017-07-20 01:00,27.0,,2.0,81,,,25.2
4802,108,서울,2017-07-20 02:00,26.5,,1.0,79,,,24.8
4803,108,서울,2017-07-20 03:00,26.4,,0.1,81,,,24.5
4804,108,서울,2017-07-20 04:00,26.1,,0.3,81,,,24.9
4805,108,서울,2017-07-20 05:00,26.1,,0.3,81,,,24.5
4806,108,서울,2017-07-20 06:00,26.0,,2.0,78,0.0,,24.8
4807,108,서울,2017-07-20 07:00,26.2,,1.4,73,0.0,,26.5
4808,108,서울,2017-07-20 08:00,27.0,,2.1,75,0.4,,29.2
4809,108,서울,2017-07-20 09:00,27.9,,2.0,73,0.9,,32.4
4810,108,서울,2017-07-20 10:00,29.7,,1.8,64,1.0,,38.6
4811,108,서울,2017-07-20 11:00,31.1,,2.9,62,1.0,,40.3
4812,108,서울,2017-07-20 12:00,32.0,,1.8,56,1.0,,41.0
4813,108,서울,2017-07-20 13:00,32.4,,2.8,59,0.7,,39.6
4814,108,서울,2017-07-20 14:00,33.9,,2.8,50,1.0,,47.5
4815,108,서울,2017-07-20 15:00,34.9,,2.8,48,1.0,,47.6
4816,108,서울,2017-07-20 16:00,34.6,,3.4,51,1.0,,42.5
4817,108,서울,2017-07-20 17:00,33.3,,2.7,58,0.6,,38.0
4818,108,서울,2017-07-20 18:00,33.3,,3.6,57,1.0,,35.2
4819,108,서울,2017-07-20 19:00,32.1,,2.8,62,0.7,,32.2
4820,108,서울,2017-07-20 20:00,30.7,,2.9,65,0.0,,29.6
4821,108,서울,2017-07-20 21:00,29.9,,2.4,67,,,28.4
4822,108,서울,2017-07-20 22:00,29.7,,3.4,66,,,27.7
4823,108,서울,2017-07-20 23:00,29.4,,2.6,68,,,27.2
4824,108,서울,2017-07-21 00:00,29.0,,2.7,69,,,26.8
4825,108,서울,2017-07-21 01:00,28.7,,3.2,69,,,26.9
4826,108,서울,2017-07-21 02:00,28.4,,2.0,70,,,26.5
4827,108,서울,2017-07-21 03:00,28.2,,2.7,72,,,26.6
4828,108,서울,2017-07-21 04:00,27.8,,2.5,77,,,26.3
4829,108,서울,2017-07-21 05:00,27.5,,3.4,80,,,25.9
4830,108,서울,2017-07-21 06:00,27.3,,2.6,81,0.0,,26.3
4831,108,서울,2017-07-21 07:00,27.3,,3.2,81,0.0,,27.1
4832,108,서울,2017-07-21 08:00,27.8,,2.2,79,0.0,,29.0
4833,108,서울,2017-07-21 09:00,28.2,,2.3,77,0.0,,29.8
4834,108,서울,2017-07-21 10:00,29.1,,2.7,75,0.0,,32.6
4835,108,서울,2017-07-21 11:00,30.6,,3.0,66,0.5,,40.0
4836,108,서울,2017-07-21 12:00,31.4,,2.8,67,0.7,,38.7
4837,108,서울,2017-07-21 13:00,31.7,,2.2,65,0.1,,37.8
4838,108,서울,2017-07-21 14:00,32.2,,2.0,63,0.0,,39.6
4839,108,서울,2017-07-21 15:00,32.0,,2.8,65,0.0,,37.7
4840,108,서울,2017-07-21 16:00,31.9,,3.1,68,0.0,,35.6
4841,108,서울,2017-07-21 17:00,32.2,,3.3,67,0.4,,35.3
4842,108,서울,2017-07-21 18:00,31.8,,1.7,69,0.4,,32.9
4843,108,서울,2017-07-21 19:00,31.1,,2.0,71,0.0,,30.9
4844,108,서울,2017-07-21 20:00,30.4,,2.1,74,0.0,,29.3
4845,108,서울,2017-07-21 21:00,30.1,,2.3,76,,,28.7
4846,108,서울,2017-07-21 22:00,29.8,,1.5,77,,,28.3
4847,108,서울,2017-07-21 23:00,29.7,,1.3,77,,,28.1
4848,108,서울,2017-07-22 00:00,29.5,,1.2,78,,,27.7
4849,108,서울,2017-07-22 01:00,29.2,,1.2,76,,,27.5
4850,108,서울,2017-07-22 02:00,28.9,,2.3,75,,,27.2
4851,108,서울,2017-07-22 03:00,28.7,,1.7,76,,,27.0
4852,108,서울,2017-07-22 04:00,28.5,0.0,2.1,78,,,26.9
4853,108,서울,2017-07-22 05:00,28.3,0.0,1.7,81,,,26.9
4854,108,서울,2017-07-22 06:00,27.9,0.2,1.8,86,0.0,,26.7
4855,108,서울,2017-07-22 07:00,27.7,0.2,1.2,86,0.0,,26.8
4856,108,서울,2017-07-22 08:00,27.6,0.0,2.4,84,0.0,,26.9
4857,108,서울,2017-07-22 09:00,27.5,0.0,2.5,82,0.0,,27.1
4858,108,서울,2017-07-22 10:00,27.8,,2.1,80,0.0,,28.1
4859,108,서울,2017-07-22 11:00,28.1,,2.3,78,0.0,,29.1
4860,108,서울,2017-07-22 12:00,29.6,,2.2,73,0.1,,34.8
4861,108,서울,2017-07-22 13:00,30.8,,2.8,67,0.0,,37.4
4862,108,서울,2017-07-22 14:00,31.6,,3.6,65,0.4,,39.4
4863,108,서울,2017-07-22 15:00,32.2,,3.0,61,0.6,,41.3
4864,108,서울,2017-07-22 16:00,32.0,,2.9,63,0.8,,37.7
4865,108,서울,2017-07-22 17:00,31.8,,2.6,64,0.0,,36.6
4866,108,서울,2017-07-22 18:00,31.2,,2.5,66,0.4,,33.0
4867,108,서울,2017-07-22 19:00,30.6,,2.0,68,0.0,,30.5
4868,108,서울,2017-07-22 20:00,30.2,,3.1,71,0.0,,29.2
4869,108,서울,2017-07-22 21:00,29.4,0.1,1.9,82,,,28.1
4870,108,서울,2017-07-22 22:00,28.8,0.0,2.6,83,,,27.7
4871,108,서울,2017-07-22 23:00,28.3,,1.6,81,,,27.2
4872,108,서울,2017-07-23 00:00,28.1,0.0,2.0,80,,,26.9
4873,108,서울,2017-07-23 01:00,27.6,0.5,1.6,82,,,26.7
4874,108,서울,2017-07-23 02:00,27.4,,2.1,81,,,26.4
4875,108,서울,2017-07-23 03:00,27.2,,2.8,82,,,26.2
4876,108,서울,2017-07-23 04:00,27.0,,3.5,84,,,26.2
4877,108,서울,2017-07-23 05:00,27.0,,2.8,85,,,26.2
4878,108,서울,2017-07-23 06:00,27.0,0.0,2.9,86,0.0,,26.3
4879,108,서울,2017-07-23 07:00,26.8,0.5,3.0,89,0.0,,26.3
4880,108,서울,2017-07-23 08:00,26.7,7.0,0.7,91,0.0,,26.2
4881,108,서울,2017-07-23 09:00,26.5,31.0,2.0,99,0.0,,26.0
4882,108,서울,2017-07-23 10:00,26.2,38.0,2.2,99,0.0,,25.9
4883,108,서울,2017-07-23 11:00,26.3,21.5,1.5,100,0.0,,25.9
4884,108,서울,2017-07-23 12:00,26.2,35.0,1.0,100,0.0,,26.2
4885,108,서울,2017-07-23 13:00,26.5,0.0,0.0,100,0.0,,26.8
4886,108,서울,2017-07-23 14:00,26.9,0.0,3.1,100,0.0,,27.6
4887,108,서울,2017-07-23 15:00,27.2,,2.7,99,0.0,,28.1
4888,108,서울,2017-07-23 16:00,27.5,,3.0,93,0.0,,29.3
4889,108,서울,2017-07-23 17:00,27.9,,3.0,86,0.0,,29.6
4890,108,서울,2017-07-23 18:00,28.0,,2.3,82,0.0,,29.1
4891,108,서울,2017-07-23 19:00,27.8,,1.5,84,0.0,,27.8
4892,108,서울,2017-07-23 20:00,27.4,,1.1,83,0.0,,26.9
4893,108,서울,2017-07-23 21:00,27.2,,1.4,84,,,26.4
4894,108,서울,2017-07-23 22:00,27.0,,2.6,85,,,26.3
4895,108,서울,2017-07-23 23:00,26.5,,2.3,83,,,25.8
4896,108,서울,2017-07-24 00:00,26.4,,1.1,84,,,25.5
4897,108,서울,2017-07-24 01:00,26.2,,1.5,84,,,25.3
4898,108,서울,2017-07-24 02:00,26.0,,1.6,83,,,25.1
4899,108,서울,2017-07-24 03:00,25.9,,1.4,84,,,25.0
4900,108,서울,2017-07-24 04:00,25.7,,2.1,85,,,25.0
4901,108,서울,2017-07-24 05:00,25.6,,1.3,86,,,25.0
4902,108,서울,2017-07-24 06:00,25.6,,1.1,86,0.0,,25.1
4903,108,서울,2017-07-24 07:00,25.6,,0.7,85,0.0,,25.6
4904,108,서울,2017-07-24 08:00,25.9,,1.2,83,0.0,,26.6
4905,108,서울,2017-07-24 09:00,26.1,0.5,1.2,86,0.0,,26.9
4906,108,서울,2017-07-24 10:00,26.7,0.0,1.0,78,0.0,,30.7
4907,108,서울,2017-07-24 11:00,27.3,,1.3,76,0.0,,29.9
4908,108,서울,2017-07-24 12:00,26.8,0.0,2.3,82,0.0,,27.9
4909,108,서울,2017-07-24 13:00,26.5,1.5,1.2,90,0.0,,28.0
4910,108,서울,2017-07-24 14:00,25.8,1.0,1.3,86,0.0,,28.5
4911,108,서울,2017-07-24 15:00,26.2,0.0,2.1,82,0.0,,28.9
4912,108,서울,2017-07-24 16:00,26.8,,1.8,76,0.0,,29.2
4913,108,서울,2017-07-24 17:00,26.9,,1.5,75,0.0,,27.8
4914,108,서울,2017-07-24 18:00,26.9,,1.2,75,0.0,,27.7
4915,108,서울,2017-07-24 19:00,26.7,,1.0,79,0.0,,27.3
4916,108,서울,2017-07-24 20:00,26.7,,0.8,79,0.0,,26.6
4917,108,서울,2017-07-24 21:00,26.4,,0.3,80,,,26.2
4918,108,서울,2017-07-24 22:00,26.4,,0.5,84,,,26.1
4919,108,서울,2017-07-24 23:00,26.1,,0.9,84,,,25.8
4920,108,서울,2017-07-25 00:00,25.9,,1.1,83,,,25.5
4921,108,서울,2017-07-25 01:00,25.7,,1.0,85,,,25.1
4922,108,서울,2017-07-25 02:00,25.5,,1.0,85,,,25.2
4923,108,서울,2017-07-25 03:00,25.5,,0.2,86,,,25.2
4924,108,서울,2017-07-25 04:00,25.3,,0.3,88,,,24.6
4925,108,서울,2017-07-25 05:00,24.8,,0.4,90,,,24.1
4926,108,서울,2017-07-25 06:00,24.6,,0.8,89,0.0,,24.2
4927,108,서울,2017-07-25 07:00,25.1,,1.2,86,0.0,,25.8
4928,108,서울,2017-07-25 08:00,25.8,,0.8,78,0.2,,28.5
4929,108,서울,2017-07-25 09:00,28.1,,1.6,68,1.0,,33.9
4930,108,서울,2017-07-25 10:00,29.7,,1.8,62,1.0,,34.4
4931,108,서울,2017-07-25 11:00,30.9,,2.7,58,1.0,,37.7
4932,108,서울,2017-07-25 12:00,32.0,,2.2,54,1.0,,38.0
4933,108,서울,2017-07-25 13:00,33.0,,3.1,49,1.0,,40.1
4934,108,서울,2017-07-25 14:00,33.6,,2.5,46,1.0,,38.6
4935,108,서울,2017-07-25 15:00,34.4,,2.1,46,1.0,,40.9
4936,108,서울,2017-07-25 16:00,34.9,,1.0,43,1.0,,40.4
4937,108,서울,2017-07-25 17:00,34.2,,1.3,42,0.8,,35.5
4938,108,서울,2017-07-25 18:00,34.0,,1.9,42,0.9,,32.5
4939,108,서울,2017-07-25 19:00,32.7,,1.5,50,0.6,,30.0
4940,108,서울,2017-07-25 20:00,30.9,,3.3,61,0.2,,27.8
4941,108,서울,2017-07-25 21:00,29.5,,3.3,65,,,26.7
4942,108,서울,2017-07-25 22:00,28.8,,4.0,59,,,25.6
4943,108,서울,2017-07-25 23:00,28.0,,4.2,62,,,24.9
4944,108,서울,2017-07-26 00:00,27.3,,2.9,63,,,24.4
4945,108,서울,2017-07-26 01:00,26.6,,2.4,65,,,24.0
4946,108,서울,2017-07-26 02:00,26.0,,3.3,66,,,23.4
4947,108,서울,2017-07-26 03:00,25.4,,2.4,68,,,23.0
4948,108,서울,2017-07-26 04:00,24.9,,3.1,69,,,22.7
4949,108,서울,2017-07-26 05:00,24.6,,2.7,70,,,22.6
4950,108,서울,2017-07-26 06:00,24.2,,2.7,71,0.0,,22.4
4951,108,서울,2017-07-26 07:00,24.7,,3.6,66,1.0,,23.8
4952,108,서울,2017-07-26 08:00,26.2,,3.1,63,1.0,,27.8
4953,108,서울,2017-07-26 09:00,27.7,,3.8,57,1.0,,32.8
4954,108,서울,2017-07-26 10:00,28.8,,3.6,53,1.0,,37.2
4955,108,서울,2017-07-26 11:00,29.8,,3.1,48,1.0,,41.1
4956,108,서울,2017-07-26 12:00,31.0,,3.5,45,1.0,,44.7
4957,108,서울,2017-07-26 13:00,31.3,,2.5,47,1.0,,44.2
4958,108,서울,2017-07-26 14:00,32.3,,3.1,46,1.0,,46.6
4959,108,서울,2017-07-26 15:00,32.6,,2.6,48,1.0,,46.7
4960,108,서울,2017-07-26 16:00,32.7,,2.9,44,0.9,,43.3
4961,108,서울,2017-07-26 17:00,31.7,,2.2,46,0.5,,35.6
4962,108,서울,2017-07-26 18:00,31.4,,2.2,45,0.7,,33.0
4963,108,서울,2017-07-26 19:00,30.8,,2.2,47,0.3,,30.7
4964,108,서울,2017-07-26 20:00,30.0,,2.4,50,0.0,,28.4
4965,108,서울,2017-07-26 21:00,29.4,,2.2,52,,,27.3
4966,108,서울,2017-07-26 22:00,28.9,,1.5,54,,,26.4
4967,108,서울,2017-07-26 23:00,28.3,,1.4,57,,,25.7
4968,108,서울,2017-07-27 00:00,27.7,,1.9,59,,,25.1
4969,108,서울,2017-07-27 01:00,27.0,,2.3,59,,,24.5
4970,108,서울,2017-07-27 02:00,26.4,,2.5,59,,,23.9
4971,108,서울,2017-07-27 03:00,26.0,,1.5,60,,,24.0
4972,108,서울,2017-07-27 04:00,25.6,,0.8,57,,,23.6
4973,108,서울,2017-07-27 05:00,25.2,,0.9,67,,,23.7
4974,108,서울,2017-07-27 06:00,25.0,,2.5,68,0.0,,23.7
4975,108,서울,2017-07-27 07:00,25.1,,1.4,60,0.0,,24.9
4976,108,서울,2017-07-27 08:00,26.4,,2.6,51,0.6,,28.0
4977,108,서울,2017-07-27 09:00,26.9,,2.7,49,0.6,,30.0
4978,108,서울,2017-07-27 10:00,27.9,,2.9,46,0.0,,33.6
4979,108,서울,2017-07-27 11:00,27.8,,1.8,51,0.0,,31.9
4980,108,서울,2017-07-27 12:00,28.1,,1.6,52,0.0,,31.9
4981,108,서울,2017-07-27 13:00,28.7,,1.4,51,0.0,,33.9
4982,108,서울,2017-07-27 14:00,29.6,,1.6,53,0.0,,35.9
4983,108,서울,2017-07-27 15:00,29.6,,1.6,55,0.0,,35.3
4984,108,서울,2017-07-27 16:00,29.5,,2.3,58,0.0,,33.3
4985,108,서울,2017-07-27 17:00,28.8,,2.5,58,0.0,,30.5
4986,108,서울,2017-07-27 18:00,28.5,0.0,2.8,58,0.0,,29.2
4987,108,서울,2017-07-27 19:00,28.1,,2.7,62,0.0,,28.0
4988,108,서울,2017-07-27 20:00,27.8,0.0,2.2,65,0.0,,27.2
4989,108,서울,2017-07-27 21:00,27.5,0.0,0.8,66,,,26.8
4990,108,서울,2017-07-27 22:00,27.1,0.0,2.2,69,,,26.3
4991,108,서울,2017-07-27 23:00,25.6,0.5,1.3,84,,,25.3
4992,108,서울,2017-07-28 00:00,25.1,3.0,0.6,92,,,25.0
4993,108,서울,2017-07-28 01:00,25.0,1.0,1.8,93,,,24.9
4994,108,서울,2017-07-28 02:00,25.0,1.5,1.3,92,,,25.0
4995,108,서울,2017-07-28 03:00,24.9,0.0,1.0,92,,,25.0
4996,108,서울,2017-07-28 04:00,24.9,0.0,1.6,94,,,25.0
4997,108,서울,2017-07-28 05:00,24.9,1.0,0.8,93,,,24.9
4998,108,서울,2017-07-28 06:00,24.8,1.5,0.5,97,0.0,,24.9
